0.000,0.083,0.667,2.250,5.333,10.417,18.000,28.583,42.667,60.750,83.333,110.917,144.000,183.083,228.667,281.250,341.333,409.417,486.000,571.583,666.667,771.750,887.333,1013.917,1152.000,1302.083,1464.667,1640.250,1829.333,2032.417,2250.000,2482.583,2730.667,2994.750,3275.333,3572.917,3888.000,4221.083,4572.667,4943.250,5333.333,5743.417,6174.000,6625.583,7098.667,7593.750,8111.333,8651.917,9216.000,9804.083,10416.667,0.000,0.083,0.750,2.333,4.417,7.500,12.083,18.667,27.750,39.833
0.083,0.750,2.333,4.417,7.500,12.083,18.667,27.750,39.833,55.417,75.000,99.083,128.167,162.750,203.333,250.417,304.500,366.083,435.667,513.750,600.833,697.417,804.000,921.083,1049.167,1188.750,1340.333,1504.417,1681.500,1872.083,2076.667,2295.750,2529.833,2779.417,3045.000,3327.083,3626.167,3942.750,4277.333,4630.417,5002.500,5394.083,5805.667,6237.750,6690.833,7165.417,7662.000,8181.083,8723.167,9288.750,9878.333,0.000,0.667,1.333,4.500,8.583,13.167,18.750,25.833,34.917,46.500
0.667,1.333,4.500,8.583,13.167,18.750,25.833,34.917,46.500,61.083,79.167,101.250,127.833,159.417,196.500,239.583,289.167,345.750,409.833,481.917,562.500,652.083,751.167,860.250,979.833,1110.417,1252.500,1406.583,1573.167,1752.750,1945.833,2152.917,2374.500,2611.083,2863.167,3131.250,3415.833,3717.417,4036.500,4373.583,4729.167,5103.750,5497.833,5911.917,6346.500,6802.083,7279.167,7778.250,8299.833,8844.417,9412.500,0.000,2.250,2.417,6.583,13.250,20.833,28.917,38.000,48.583,61.167
2.250,2.417,6.583,13.250,20.833,28.917,38.000,48.583,61.167,76.250,94.333,115.917,141.500,171.583,206.667,247.250,293.833,346.917,407.000,474.583,550.167,634.250,727.333,829.917,942.500,1065.583,1199.667,1345.250,1502.833,1672.917,1856.000,2052.583,2263.167,2488.250,2728.333,2983.917,3255.500,3543.583,3848.667,4171.250,4511.833,4870.917,5249.000,5646.583,6064.167,6502.250,6961.333,7441.917,7944.500,8469.583,9017.667,0.000,5.333,4.500,9.167,17.833,29.000,41.083,53.667,67.250,82.333
5.333,4.500,9.167,17.833,29.000,41.083,53.667,67.250,82.333,99.417,119.000,141.583,167.667,197.750,232.333,271.917,317.000,368.083,425.667,490.250,562.333,642.417,731.000,828.583,935.667,1052.750,1180.333,1318.917,1469.000,1631.083,1805.667,1993.250,2194.333,2409.417,2639.000,2883.583,3143.667,3419.750,3712.333,4021.917,4349.000,4694.083,5057.667,5440.250,5842.333,6264.417,6707.000,7170.583,7655.667,8162.750,8692.333,0.000,10.417,8.083,12.750,22.917,37.083,53.750,71.333,89.417,108.500
10.417,8.083,12.750,22.917,37.083,53.750,71.333,89.417,108.500,129.083,151.667,176.750,204.833,236.417,272.000,312.083,357.167,407.750,464.333,527.417,597.500,675.083,760.667,854.750,957.833,1070.417,1193.000,1326.083,1470.167,1625.750,1793.333,1973.417,2166.500,2373.083,2593.667,2828.750,3078.833,3344.417,3626.000,3924.083,4239.167,4571.750,4922.333,5291.417,5679.500,6087.083,6514.667,6962.750,7431.833,7922.417,8435.000,0.000,18.000,13.667,17.833,29.000,45.667,66.333,89.500,113.583,138.167
18.000,13.667,17.833,29.000,45.667,66.333,89.500,113.583,138.167,163.750,190.833,219.917,251.500,286.083,324.167,366.250,412.833,464.417,521.500,584.583,654.167,730.750,814.833,906.917,1007.500,1117.083,1236.167,1365.250,1504.833,1655.417,1817.500,1991.583,2178.167,2377.750,2590.833,2817.917,3059.500,3316.083,3588.167,3876.250,4180.833,4502.417,4841.500,5198.583,5574.167,5968.750,6382.833,6816.917,7271.500,7747.083,8244.167,0.000,28.583,21.750,24.917,36.583,55.250,79.417,107.583,138.250,169.833
28.583,21.750,24.917,36.583,55.250,79.417,107.583,138.250,169.833,201.917,235.000,269.583,306.167,345.250,387.333,432.917,482.500,536.583,595.667,660.250,730.833,807.917,892.000,983.583,1083.167,1191.250,1308.333,1434.917,1571.500,1718.583,1876.667,2046.250,2227.833,2421.917,2629.000,2849.583,3084.167,3333.250,3597.333,3876.917,4172.500,4484.583,4813.667,5160.250,5524.833,5907.917,6310.000,6731.583,7173.167,7635.250,8118.333,0.000,42.667,32.833,34.500,46.167,66.333,93.500,126.167,162.833,202.000
42.667,32.833,34.500,46.167,66.333,93.500,126.167,162.833,202.000,242.083,282.667,324.250,367.333,412.417,460.000,510.583,564.667,622.750,685.333,752.917,826.000,905.083,990.667,1083.250,1183.333,1291.417,1408.000,1533.583,1668.667,1813.750,1969.333,2135.917,2314.000,2504.083,2706.667,2922.250,3151.333,3394.417,3652.000,3924.583,4212.667,4516.750,4837.333,5174.917,5530.000,5903.083,6294.667,6705.250,7135.333,7585.417,8056.000,0.000,60.750,47.417,47.083,58.250,79.417,109.083,145.750,187.917,234.083
60.750,47.417,47.083,58.250,79.417,109.083,145.750,187.917,234.083,282.750,332.333,382.417,433.500,486.083,540.667,597.750,657.833,721.417,789.000,861.083,938.167,1020.750,1109.333,1204.417,1306.500,1416.083,1533.667,1659.750,1794.833,1939.417,2094.000,2259.083,2435.167,2622.750,2822.333,3034.417,3259.500,3498.083,3750.667,4017.750,4299.833,4597.417,4911.000,5241.083,5588.167,5952.750,6335.333,6736.417,7156.500,7596.083,8055.667,0.000,83.333,66.000,63.167,73.333,95.000,126.667,166.833,214.000,266.667
83.333,66.000,63.167,73.333,95.000,126.667,166.833,214.000,266.667,323.333,382.500,442.583,503.167,564.750,627.833,692.917,760.500,831.083,905.167,983.250,1065.833,1153.417,1246.500,1345.583,1451.167,1563.750,1683.833,1811.917,1948.500,2094.083,2249.167,2414.250,2589.833,2776.417,2974.500,3184.583,3407.167,3642.750,3891.833,4154.917,4432.500,4725.083,5033.167,5357.250,5697.833,6055.417,6430.500,6823.583,7235.167,7665.750,8115.833,0.000,110.917,89.083,83.250,91.917,113.583,146.750,189.917,241.583,300.250
110.917,89.083,83.250,91.917,113.583,146.750,189.917,241.583,300.250,364.417,432.583,503.250,574.833,646.917,720.000,794.583,871.167,950.250,1032.333,1117.917,1207.500,1301.583,1400.667,1505.250,1615.833,1732.917,1857.000,1988.583,2128.167,2276.250,2433.333,2599.917,2776.500,2963.583,3161.667,3371.250,3592.833,3826.917,4074.000,4334.583,4609.167,4898.250,5202.333,5521.917,5857.500,6209.583,6578.667,6965.250,7369.833,7792.917,8235.000,0.000,144.000,117.167,107.833,114.500,135.667,169.833,215.500,271.167,335.333
144.000,117.167,107.833,114.500,135.667,169.833,215.500,271.167,335.333,406.500,483.167,563.833,647.000,731.083,815.667,901.250,988.333,1077.417,1169.000,1263.583,1361.667,1463.750,1570.333,1681.917,1799.000,1922.083,2051.667,2188.250,2332.333,2484.417,2645.000,2814.583,2993.667,3182.750,3382.333,3592.917,3815.000,4049.083,4295.667,4555.250,4828.333,5115.417,5417.000,5733.583,6065.667,6413.750,6778.333,7159.917,7559.000,7976.083,8411.667,0.000,183.083,150.750,137.417,141.583,161.750,196.417,244.083,303.250,372.417
183.083,150.750,137.417,141.583,161.750,196.417,244.083,303.250,372.417,450.083,534.750,624.917,719.083,815.750,913.333,1011.417,1110.500,1211.083,1313.667,1418.750,1526.833,1638.417,1754.000,1874.083,1999.167,2129.750,2266.333,2409.417,2559.500,2717.083,2882.667,3056.750,3239.833,3432.417,3635.000,3848.083,4072.167,4307.750,4555.333,4815.417,5088.500,5375.083,5675.667,5990.750,6320.833,6666.417,7028.000,7406.083,7801.167,8213.750,8644.333,0.000,228.667,190.333,172.500,173.667,192.333,227.000,276.167,338.333,412.000
228.667,190.333,172.500,173.667,192.333,227.000,276.167,338.333,412.000,495.667,587.833,687.000,791.667,900.333,1011.500,1123.583,1236.167,1349.750,1464.833,1581.917,1701.500,1824.083,1950.167,2080.250,2214.833,2354.417,2499.500,2650.583,2808.167,2972.750,3144.833,3324.917,3513.500,3711.083,3918.167,4135.250,4362.833,4601.417,4851.500,5113.583,5388.167,5675.750,5976.833,6291.917,6621.500,6966.083,7326.167,7702.250,8094.833,8504.417,8931.500,0.000,281.250,236.417,213.583,211.250,227.917,262.083,312.250,376.917,454.583
281.250,236.417,213.583,211.250,227.917,262.083,312.250,376.917,454.583,543.750,642.917,750.583,865.250,985.417,1109.583,1236.250,1363.833,1491.917,1621.000,1751.583,1884.167,2019.250,2157.333,2298.917,2444.500,2594.583,2749.667,2910.250,3076.833,3249.917,3430.000,3617.583,3813.167,4017.250,4230.333,4452.917,4685.500,4928.583,5182.667,5448.250,5725.833,6015.917,6319.000,6635.583,6966.167,7311.250,7671.333,8046.917,8438.500,8846.583,9271.667,0.000,341.333,289.500,261.167,254.833,269.000,302.167,352.833,419.500,500.667
341.333,289.500,261.167,254.833,269.000,302.167,352.833,419.500,500.667,594.833,700.500,816.167,940.333,1071.500,1208.167,1348.833,1492.000,1636.083,1780.667,1926.250,2073.333,2222.417,2374.000,2528.583,2686.667,2848.750,3015.333,3186.917,3364.000,3547.083,3736.667,3933.250,4137.333,4349.417,4570.000,4799.583,5038.667,5287.750,5547.333,5817.917,6100.000,6394.083,6700.667,7020.250,7353.333,7700.417,8062.000,8438.583,8830.667,9238.750,9663.333,0.000,409.417,350.083,315.750,304.917,316.083,347.750,398.417,466.583,550.750
